item1,item2,n,correlation
glace,yaourt,8,-0.00989051006565792
ressembler,yaourt,8,0.04003096787462516
conseil,yaourt,8,0.004595055642244541
jus,yaourt,8,0.02899627828952914
extra,yaourt,8,0.03750093135457468
demi,yaourt,8,0.12490412737976249
ami,yaourt,8,0.0941398335125498
café,yaourt,8,0.047906970765032926
rhum,yaourt,8,-0.00332459672944651
garder,yaourt,8,0.050336167541066935
quantité,rhubarbe,8,0.007568315411312348
monde,rhubarbe,8,0.10399902804072843
dessert,rhubarbe,8,0.024019558197118398
simple,rhubarbe,8,-0.008727452242287442
fond,rhubarbe,8,0.14057481346357376
excellent,rhubarbe,8,0.05266512437854098
vrai,rhubarbe,8,0.012230515789297089
aimer,rhubarbe,8,0.10755384820549861
cuire,rhubarbe,8,0.13731190699444668
beurre,rhubarbe,8,0.0305070179887034
remplacer,rhubarbe,8,0.015160006754568977
meilleur,rhubarbe,8,0.05220627039895882
tarte,rhubarbe,8,0.14144607740339724
inviter,problème,8,0.0015085238784288875
long,problème,8,0.09854084514046518
frais,problème,8,0.0011494384120983073
devoir,problème,8,0.04307861499411051
ajoute,problème,8,0.06664024204064424
également,problème,8,0.02133675435380572
miam,problème,8,0.060051128913649165
levure,problème,8,0.02680034393045847
succulent,problème,8,0.10403767707121023
sachet,problème,8,0.004015033780831275
jus,problème,8,0.023290151425736587
génial,problème,8,0.028435384705820424
neige,problème,8,0.038043875594130853
démouler,problème,8,0.28460692820201694
suffire,problème,8,0.04900692622268342
couper,problème,8,0.051079307091486524
déguster,problème,8,0.0675706664523632
morceau,problème,8,0.02960418892792612
rhum,problème,8,0.057728947954123984
beau,problème,8,0.05390659897207975
commentaire,ananas,8,0.01868010577108543
part,ananas,8,0.04874889745588259
apprécier,ananas,8,0.033679157498106904
min,ananas,8,-0.013054537404416226
blanc,ananas,8,-0.02599328254754384
sec,ananas,8,0.0010058744345237628
manger,ananas,8,0.058411825444193426
sirop,ananas,8,0.09198082337335996
lait,ananas,8,0.025062442138135733
liquide,ananas,8,0.025525443417701486
caramel,ananas,8,0.15142086048379158
famille,ananas,8,-0.005498976659322805
glace,redire,8,0.020485908050552375
décevoir,redire,8,-0.0013808732321664533
partie,redire,8,0.09371966401682838
place,redire,8,0.021214861525776774
mélanger,redire,8,0.0529288162688338
donner,redire,8,0.05724219591129826
frais,redire,8,-0.004037705524921435
effectivement,redire,8,0.039323328483481725
coup,redire,8,0.04274446540543041
également,redire,8,0.027219038684098203
levure,redire,8,0.060319721154117885
biscuit,redire,8,0.0330483751603697
noisette,redire,8,0.04878054611570832
vanillé,redire,8,0.05675267295574847
mélange,redire,8,0.0015054394052396395
caramel,redire,8,0.017427645716448135
neige,redire,8,0.05878950108821776
voir,redire,8,0.04664255909236516
respecter,redire,8,0.10161854374080512
succès,spéculoos,8,0.023838771338681588
commentaire,spéculoos,8,0.03346743184217344
gros,spéculoos,8,0.06174534200645931
moitié,spéculoos,8,0.01416231178565819
falloir,spéculoos,8,-0.023441673451899455
vanille,spéculoos,8,0.016367351073435177
pâte,spéculoos,8,0.013065454750608815
beurre,spéculoos,8,0.015418085530415463
mélange,spéculoos,8,0.0665835124932409
attention,spéculoos,8,0.04657875815902009
couper,spéculoos,8,0.20810831151043646
tuerie,spéculoos,8,0.11181072493363779
prochain,riz,8,0.09152548621791404
dessert,riz,8,0.03525252911236251
régal,riz,8,0.12240202624255374
moelleux,riz,8,0.035179178851971846
cuillère,riz,8,0.03739907290442811
temps,riz,8,0.08707810709149078
sec,riz,8,0.14579519462060345
falloir,riz,8,0.03165439693753502
chocolat,riz,8,-0.006647456207952335
délice,riz,8,0.026571466907184104
rajouter,riz,8,0.03140334074289246
farine,riz,8,0.07276923145377426
poudre,riz,8,0.03380349630458962
utiliser,brioche,8,0.03395468487016859
adorer,brioche,8,0.011604559972649012
four,brioche,8,0.05639497968137939
sec,brioche,8,0.13091389028415293
falloir,brioche,8,0.1207264288054323
levure,brioche,8,0.16522247982922084
farine,brioche,8,0.07180041303160423
heure,mauvais,8,0.09268966102386524
devoir,mauvais,8,0.026342282905710186
effectivement,mauvais,8,0.0476552012170115
devenir,mauvais,8,0.08132471372463944
également,mauvais,8,0.022846880668860748
gourmand,mauvais,8,0.040248909675687915
dose,mauvais,8,0.06127547583758949
laisser,mauvais,8,0.00986123954026716
parfumer,mauvais,8,0.09589841000363956
oublier,mauvais,8,0.10722267851062012
gras,mauvais,8,0.0698349472048783
goûter,mauvais,8,0.04025711680430801
croustillant,mauvais,8,0.11819746520675445
respecter,mauvais,8,0.04006744411790386
monter,mauvais,8,0.129620977853196
utiliser,cookie,8,0.061742798963122285
quantité,cookie,8,0.10694635165566775
succès,cookie,8,0.10738186734902402
facile,cookie,8,0.04306383712787397
réaliser,cookie,8,0.05391644726275435
régal,cookie,8,0.019972299143077774
pépite,cookie,8,0.10475686444459442
beurre,cookie,8,0.06264371243206807
noix,cookie,8,0.08829199552670688
résultat,cookie,8,0.09347241309473278
noisette,cookie,8,0.14812455965503274
noir,cookie,8,0.16311558674195817
meilleur,cookie,8,0.16039989608181776
poudre,cookie,8,0.08893824722923954
utiliser,prune,8,0.019322976814699095
super,prune,8,0.005587319564629262
exceller,prune,8,0.02159323566962222
simple,prune,8,0.02757938601493928
ajouter,prune,8,0.014676631421479637
cuisson,prune,8,0.07999952476199505
falloir,prune,8,0.043275529036917816
délice,prune,8,0.10702292320864144
crêpe,utiliser,7,0.05950529190021317
spéculoos,utiliser,7,0.013142788856236062
retrouver,fruit,7,0.017242656566391033
saler,fruit,7,-0.026116111607133983
fleur,fruit,7,0.024920392519236934
oranger,fruit,7,0.02904526179592596
jaune,fruit,7,0.013297446247976233
mascarpone,fruit,7,0.02404985894135079
mauvais,fruit,7,0.004490273841681303
idéal,fraise,7,0.05199299182789514
mousse,fraise,7,0.025369150887467655
lettre,fraise,7,-0.03339221926795259
pourtant,fraise,7,0.0240670331191452
gros,fraise,7,0.005226515700342384
place,fraise,7,0.010905593108965665
eau,fraise,7,0.13812758436417089
sympa,fraise,7,0.04029938676750458
four,fraise,7,-0.026798342494957217
coup,fraise,7,0.056159324379680686
préférer,fraise,7,0.061561139594359895
chantilly,fraise,7,0.06287416482650802
levure,fraise,7,-0.00966742127228151
texture,fraise,7,-0.02662995553344003
base,fraise,7,0.004750681617179739
réduire,fraise,7,0.00886665529186642
réussi,fraise,7,0.06649311064955919
biscuit,fraise,7,0.04179037310624956
agréable,fraise,7,0.1133665599413105
laisser,fraise,7,6.115604133776012e-4
parfumer,fraise,7,0.08184992248873872
doubler,fraise,7,-0.011648341307168375
pêche,fraise,7,0.05238982069000993
ami,fraise,7,0.051501539037117385
dommage,diviser,7,0.0651636347683542
framboise,diviser,7,-0.01937265894208888
ajoute,diviser,7,-0.0012704733378741623
effectivement,diviser,7,0.038704991160293134
pomme,diviser,7,-0.03248021550595028
plat,diviser,7,-0.010364258960000148
mari,diviser,7,-0.0024311431925287097
sirop,diviser,7,0.014681213264146451
également,diviser,7,-0.017407701187130142
pépite,diviser,7,0.015401384587475662
gourmand,diviser,7,0.05018850934509338
miam,diviser,7,0.04668066843574549
classique,diviser,7,0.051891342349551936
liquide,diviser,7,-0.0051274499082400735
noir,diviser,7,0.07651621286766269
poudre,diviser,7,-0.037013049611680206
raisin,diviser,7,0.13648718630228215
suffire,diviser,7,0.028812090755675115
oranger,diviser,7,0.3091733010047108
tuerie,diviser,7,0.075165736198542693
cake,diviser,7,0.02860962337787175
pêche,quantité,7,-0.011619693556775803
compote,quantité,7,-0.016940592152806817
crêpe,quantité,7,0.08187587837528762
garde,succès,7,-6.415879120691385e-4
glaçage,succès,7,0.08884093422901049
agréable,succès,7,-0.031111053757835353
pêche,succès,7,0.07757919407577618
déguster,succès,7,-0.0010351135259658406
feuilleter,succès,7,0.03927655574478203
rhubarbe,succès,7,0.04769159961580121
épice,monde,7,-0.0016808425541924223
prune,monde,7,0.009478141019266828
crumble,régaler,7,0.11031221183878581
riz,régaler,7,0.08023569661453843
partie,prendre,7,-0.01585477924085891
garde,prendre,7,-0.014972640633615973
base,prendre,7,-0.022375618996715307
pouvoir,prendre,7,0.04006194958191015
classique,prendre,7,-0.006794742861076037
redemander,prendre,7,0.015666284146812325
génial,prendre,7,-0.015193665149676102
tiède,prendre,7,0.018159369446061117
oublier,prendre,7,-0.0024141755180988483
banane,prendre,7,-0.00405793049530075
pêche,prendre,7,0.04241713070017249
fleur,prendre,7,0.03654619664892345
huile,prendre,7,0.010366098864118588
garder,prendre,7,-0.0053857798396276585
mascarpone,prendre,7,0.030191681160098367
donne,prendre,7,-0.03408923450834784
yaourt,prendre,7,-0.00583600998357191
heure,simplement,7,-0.014137969866216054
devoir,simplement,7,-0.003677809954346413
obtenir,simplement,7,0.05092441029329273
fin,simplement,7,-0.020470690404776268
poire,simplement,7,0.0010095261987248946
pépite,simplement,7,0.0780541246306496
chantilly,simplement,7,0.0069921447562862555
épais,simplement,7,0.0159890444317961
couche,simplement,7,0.04263980373505733
oublier,simplement,7,0.04240985360768882
saler,simplement,7,-0.008408721343346944
raisin,simplement,7,0.0974669106163087
fleur,simplement,7,0.08909172886962219
garder,simplement,7,0.0042636725833713985
monter,simplement,7,0.033811169151538034
redire,simplement,7,0.02443415988102811
frigo,changer,7,0.024356522025325546
long,changer,7,0.043041693626923866
cas,changer,7,-9.841127863027216e-18
framboise,changer,7,0.007881483026312554
entier,changer,7,0.012766322195527742
base,changer,7,0.0010626578142142861
épais,changer,7,-0.0091915531571616
incorporer,changer,7,0.016224629016621306
zeste,changer,7,0.05528781890992234
noir,changer,7,0.013619157298239952
suffire,changer,7,-9.324141461754721e-4
sabler,changer,7,0.04643126995435876
déguster,changer,7,0.065414914556038
beau,changer,7,0
lourd,changer,7,0.02533600288018584
maïzena,changer,7,0.062408334850041436
froid,changer,7,0.016178480310011747
donne,changer,7,0.01244936455024742
ananas,changer,7,0.04846281243486927
crêpe,prochain,7,0.03166234081597063
clafoutis,essayer,7,-0.02112740270388605
crumble,essayer,7,0.057858159840866626
riz,essayer,7,0.07651904976164253
cookie,essayer,7,0.10770913121426919
frigo,mieux,7,0.033623444832651256
entier,mieux,7,0.07647287161902254
obtenir,mieux,7,0.013464934900835418
fin,mieux,7,-0.01910974116897308
jus,mieux,7,0.011764963445490426
couche,mieux,7,0.024338496936883273
parfumer,mieux,7,0.01402164921922395
banane,mieux,7,-0.02217190400215391
hésiter,mieux,7,-0.009039064703800592
pêche,mieux,7,0.02429053293346608
oranger,mieux,7,0.03505417589504405
accompagner,mieux,7,0.02446631459786163
jaune,mieux,7,0.03377999344251656
mascarpone,mieux,7,0.07155420473369707
demi,dessert,7,0.03638732301100519
fraise,idéal,7,0.05199299182789514
mousse,idéal,7,0.041537549365563545
heure,idéal,7,0.021553135730007594
pourtant,idéal,7,0.02720530550308245
consistance,idéal,7,0.012393471673256854
indiquer,idéal,7,0.05322051569928009
devoir,idéal,7,0.014891865280116219
obtenir,idéal,7,0.05522917977524847
préférer,idéal,7,0.04513389764003112
poire,idéal,7,0.0030408387534620164
coco,idéal,7,0.02686714183556185
noisette,idéal,7,0.012639597897924425
succulent,idéal,7,0.05504678916804323
sachet,idéal,7,-0.013114706545281197
incorporer,idéal,7,0.06805899030020506
neige,idéal,7,0.015945002903898057
extra,idéal,7,0.06317160430877233
gras,idéal,7,0.03961061770236189
muffin,idéal,7,0.005350284922275926
hésiter,idéal,7,0.02209065362451968
manque,idéal,7,0.029712650547843122
redire,idéal,7,0.10540914719378014
fraise,mousse,7,0.025369150887467655
idéal,mousse,7,0.041537549365563545
long,mousse,7,0.057937388800322565
donner,mousse,7,0.02504814913175395
feuille,mousse,7,0.3425736767043948
eau,mousse,7,0.02286044649089414
devenir,mousse,7,0.015356300148580453
préférer,mousse,7,0.010167508939723907
repas,mousse,7,0.06379128854751803
proportion,mousse,7,-0.03132416171589505
dose,mousse,7,0.024982293224992392
mal,mousse,7,-0.015098965748761435
classique,mousse,7,0.06862610007615189
génois,mousse,7,0.0978611086073283
réussite,mousse,7,0.07299232865425158
soupe,mousse,7,0.02754886431453672
dur,mousse,7,0.06107514873883859
café,mousse,7,0.15451995612999084
tarte,mousse,7,-0.016314259453860894
froid,mousse,7,0.1487116967716843
simplement,heure,7,-0.014137969866216054
idéal,heure,7,0.021553135730007594
long,heure,7,0.04369480682090507
partie,heure,7,0.0931493656385926
fromage,heure,7,0.01803613373497276
feuille,heure,7,0.15305390932676607
obtenir,heure,7,0.013017902785325178
mari,heure,7,0.0045396581912313305
également,heure,7,-0.02215826040866563
pépite,heure,7,0.0029147541179046646
chantilly,heure,7,0.09072790985385323
épais,heure,7,0.04178019011168208
biscuit,heure,7,0.009873191643536606
abricot,heure,7,0.022234498035313337
génial,heure,7,0.056996718849365774
parfumer,heure,7,0.035885269089558185
oublier,heure,7,0.029320440677988245
noir,heure,7,0.024134837279917155
extra,heure,7,0.04051260935703527
gras,heure,7,0.021052156558455264
hésiter,heure,7,0.015598556201226221
ami,heure,7,0.008011934954982319
huile,heure,7,0.04720884136046476
famille,heure,7,-0.03406320023885987
lourd,heure,7,0.034796370099915166
cake,heure,7,0.05800777682454429
froid,heure,7,0.06598259083157802
monter,heure,7,0.0220266249906458
changer,frigo,7,0.024356522025325546
mieux,frigo,7,0.033623444832651256
glace,frigo,7,0.02659979016763796
ressembler,frigo,7,0.1035906729756771
garde,frigo,7,0.04650037500179342
pomme,frigo,7,0.02528650274550782
fondant,frigo,7,0.0021263350419182233
couche,frigo,7,0.1262768857549516
demi,frigo,7,0.07002114462438587
dur,frigo,7,0.04235512161705124
café,frigo,7,0.05948846018351477
lourd,frigo,7,0.03950393204926019
tarte,frigo,7,0.02913303308554423
long,coulis,7,0.08487482674529626
mélanger,coulis,7,0.02420855689186201
chaud,coulis,7,0.11395635722374144
vite,coulis,7,0.018143541753982917
ajoute,coulis,7,0.05333843526515162
fin,coulis,7,0.03964652965260453
gourmand,coulis,7,0.06852199102245894
réduire,coulis,7,0.021723103395402163
farine,coulis,7,-0.02809728181939901
mal,coulis,7,0.011614046196148045
agréable,coulis,7,0.06272012885532743
génois,coulis,7,0.06757464029807499
réussite,coulis,7,0.1668769540703717
parfumer,coulis,7,0.027229948860654173
pêche,coulis,7,0.05848349289471376
couper,coulis,7,0.04025161855525928
garder,coulis,7,0.02192338676855496
mascarpone,coulis,7,0.06914644598149769
froid,coulis,7,0.14442293386126306
brioche,facile,7,-0.016652120906517263
épice,réaliser,7,-0.0019240032531689698
crêpe,réaliser,7,0.029758646643776733
brioche,réaliser,7,0.01650802134708091
crêpe,simple,7,-0.01834725537160317
fruit,retrouver,7,0.017242656566391033
pourtant,retrouver,7,0.022790004103777413
vouloir,retrouver,7,0.0800278655380889
pot,retrouver,7,0.05314585089648361
tenir,retrouver,7,0.014731121323329705
sympa,retrouver,7,0.07594837530988512
lieu,retrouver,7,0.024451366980533996
flan,retrouver,7,0.1296177721743118
gras,retrouver,7,0.02461003069620529
banane,retrouver,7,0.022548699719067585
suffire,retrouver,7,0.018416324865025088
morceau,retrouver,7,-0.018125673233175824
idée,retrouver,7,0.05735793182089019
monter,retrouver,7,0.06433925918324043
problème,retrouver,7,0.03551321441580847
frigo,glace,7,0.02659979016763796
feuille,glace,7,0.12465092817439977
chantilly,glace,7,0.07094522564962837
glaçage,glace,7,0.03959634012784947
base,glace,7,-0.009356025483970831
miel,glace,7,0.07690925585966842
muffin,glace,7,-0.013730304593900011
huile,glace,7,-0.027424366867341808
maïzena,glace,7,0.004753163100172207
orange,glace,7,0.015420870542043096
donne,glace,7,-0.023885324555750993
frigo,ressembler,7,0.1035906729756771
servi,ressembler,7,0.02088412560379018
partie,ressembler,7,0.03568094344800326
cas,ressembler,7,0.05314636567971303
conseil,ressembler,7,0.01567573860781052
fondre,ressembler,7,0.05392367587268164
eau,ressembler,7,0.01740807177314157
ajoute,ressembler,7,0.05174280653162203
coup,ressembler,7,-0.0024408658146565
mari,ressembler,7,0.015704763472367836
également,ressembler,7,-0.004392606688942527
gonfler,ressembler,7,0.056357320862169054
pouvoir,ressembler,7,0.05235639034314121
génial,ressembler,7,0.0452354911502903
parfumer,ressembler,7,0.04789100249819714
doubler,ressembler,7,0.06228597435000235
gras,ressembler,7,-0.005804099238078792
goûter,ressembler,7,0.0020979769007362305
sabler,ressembler,7,0.04731989742997103
dur,ressembler,7,0.026686510886826706
couper,ressembler,7,0.026246747510402676
fleur,ressembler,7,0.09552087004059917
oranger,ressembler,7,0.1004727566743778
tarte,ressembler,7,-0.022217434295301847
maïzena,ressembler,7,0.13011213659703463
problème,ressembler,7,0.07377950910122635
ressembler,servi,7,0.02088412560379018
fromage,servi,7,0.07391972960819859
obtenir,servi,7,0.0016421056676254675
devenir,servi,7,-0.024358120249641516
